Station;Station alias;Date established;Date closed;Declared reporting status;Calculated reporting status;Station type;WIGOS Station Identifier(s);WMO Region;Country;Latitude;Longitude;Elevation;Geopositioning method;Time zone;Supervising organization;Station URL;Other link (URL);Site description;Climate zone;Predominant surface cover;Surface roughness;Topography or bathymetry;Population in 10km/50km;Programs/Network affiliation
TENGCHONG;;1950-01-01;;Operational;Operational;Land (fixed);0-20000-0-56739|primary;Asia;China;24.9844444444;98.5055555556;;;;CMA;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GSN;RBCN;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(ST):Operational
TONGLIAO;;1936-01-01;;Operational;Operational;Land (fixed);0-20000-0-54135|primary;Asia;China;43.6;122.2666666667;;;;CMA;;;The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.;;;;;;GOS:Operational, RBSN(ST):Operational
WEINING;;1937-01-01;;Operational;Operational;Land (fixed);0-20000-0-56691|primary;Asia;China;26.8666666667;104.2833333333;;;;CMA;;;The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.;;;;;;GCW:Operational, GOS:Operational, RBSN(ST):Operational
WENJIANG (56187-1);;;;Operational;Operational;Land (fixed);0-20001-0-56187|primary;Asia;China;30.75;103.8666666667;;;;CMA;;;The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(T) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.;;;;;;GOS:Operational, RBSN(T):Operational
WU LU MU QI (51463-1);;1907-01-01;;Operational;Operational;Land (fixed);0-20001-0-51463|primary;Asia;China;43.7833333333;87.6166666667;;;;CMA;;;The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(T) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.;;;;;;GOS:Operational, RBSN(T):Operational
WUHAN;;1905-01-01;;Operational;Operational;Land (fixed);0-20000-0-57494|primary;Asia;China;30.6;114.05;24;;;CMA;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RBCN;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, RBCN:Operational, RBSN(ST):Operational
WUZHOU;;1924-01-01;;Operational;Operational;Land (fixed);0-20000-0-59265|primary;Asia;China;23.4833333333;111.3;;;;CMA;;;The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.;;;;;;GOS:Operational, RBSN(ST):Operational
XI'AN;;1922-01-01;;Operational;Operational;Land (fixed);0-20000-0-57036|primary;Asia;China;34.3;108.9333333333;;;;CMA;;;The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.;;;;;;GOS:Operational
XIAMEN;;1915-01-01;;Operational;Operational;Land (fixed);0-20000-0-59134|primary;Asia;China;24.4833333333;118.0833333333;139;;;CMA;;;The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.;;;;;;GOS:Operational, RBSN(ST):Operational
XICHANG;;1926-01-01;;Operational;Operational;Land (fixed);0-20000-0-56571|primary;Asia;China;27.9;102.2666666667;;;;CMA;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GSN;RBCN;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(ST):Operational
XILIN HOT;;1939-01-01;;Operational;Operational;Land (fixed);0-20000-0-54102|primary;Asia;China;43.95;116.1166666667;;;;CMA;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RBCN;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GCW:Operational, GOS:Operational, GRUAN:Planned, RBCN:Operational, RBSN(ST):Operational
XINING (52866-1);;1936-01-01;;Operational;Operational;Land (fixed);0-20001-0-52866|primary;Asia;China;36.7166666667;101.75;;;;CMA;;;The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(T) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.;;;;;;GOS:Operational, RBSN(T):Operational
XISHA DAO;;1957-01-01;;Operational;Operational;Land (fixed);0-20000-0-59981|primary;Asia;China;16.8333333333;112.3333333333;;;;CMA;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RBCN;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, RBCN:Operational, RBSN(ST):Operational
XUZHOU;;1926-01-01;;Operational;Operational;Land (fixed);0-20000-0-58027|primary;Asia;China;34.2833333333;117.15;;;;CMA;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RBCN;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, RBCN:Operational, RBSN(ST):Operational
YAN AN (53845-1);;;;Operational;Operational;Land (fixed);0-20001-0-53845|primary;Asia;China;36.5666666667;109.45;;;;CMA;;;The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(T) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.;;;;;;GOS:Operational, RBSN(T):Operational
YANJI;;1914-01-01;;Operational;Operational;Land (fixed);0-20000-0-54292|primary;Asia;China;42.8666666667;129.5;;;;CMA;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RBCN;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GCW:Operational, GOS:Operational, RBCN:Operational, RBSN(ST):Operational
YICHANG;;1924-01-01;;Operational;Operational;Land (fixed);0-20000-0-57461|primary;Asia;China;30.7333333333;111.3666666667;;;;CMA;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GSN;GUAN;RBCN;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, GUAN:Operational, RBCN:Operational, RBSN(ST):Operational
YICHUN (50774-1);;;;Operational;Operational;Land (fixed);0-20001-0-50774|primary;Asia;China;47.7166666667;128.8333333333;;;;CMA;;;The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(T) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.;;;;;;GOS:Operational, RBSN(T):Operational
YINCHUAN;;1935-01-01;;Operational;Operational;Land (fixed);0-20000-0-53614|primary;Asia;China;38.4666666667;106.2;;;;CMA;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: GSN;RBCN;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(ST):Operational
YINING;;1951-01-01;;Operational;Operational;Land (fixed);0-20000-0-51431|primary;Asia;China;43.95;81.3333333333;;;;CMA;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RBCN;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GCW:Operational, GOS:Operational, RBCN:Operational, RBSN(ST):Operational
YU ZHONG;;2003-01-01;;Operational;Operational;Land (fixed);0-20000-0-52983|primary;Asia;China;35.8666666667;104.15;;;;CMA;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GSN;RBCN;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GCW:Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(ST):Operational
YUSHU (56029-1);;;;Operational;Operational;Land (fixed);0-20001-0-56029|primary;Asia;China;33;96.95;;;;CMA;;;The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(T) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.;;;;;;GOS:Operational, RBSN(T):Operational
ZHANGQIU;;;;Operational;Operational;Land (fixed);0-20000-0-54727|primary;Asia;China;36.7;117.55;;;;CMA;;;The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(T) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.;;;;;;GOS:Operational, RBSN(T):Operational
ZHENGZHOU;;1935-01-01;;Operational;Operational;Land (fixed);0-20000-0-57083|primary;Asia;China;34.7166666667;113.65;;;;CMA;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GSN;RBCN;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GCW:Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(ST):Operational
AGARTALA;;1962-01-01;;Operational;Operational;Land (fixed);0-20000-0-42724|primary;Asia;India;23.8833333333;91.25;16;;UTC+5.5;IMD;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;EVAP;M/B;NEPH;OBS. RECORDED ONLY/ENREGISTREES SEULEMENT*;RBSN(ST);RSD;SUNDUR;WR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Nephoscope observations; Radar storm and meteorological phenomena detection.";;;;;;GCW:Operational, GOS:Operational, RBSN(ST):Operational
